태양광비율,에너지자립률,최종등급
0.007606758752785871,2.108211705734926,5
0.006686818625756348,2.1113243761996157,인증불가
0.006929372913572368,2.115384615384615,5
0.014172126393585774,2.1179765447225622,인증불가
0.00995112723291986,2.1194605009633904,인증불가
0.010484827698656786,2.1272264631043254,인증불가
0.00532845442528399,2.1284080914687777,인증불가
0.006808478466769291,2.1293070073557874,5
0.005025542202840779,2.130013831258644,인증불가
0.018965818881623547,2.134646962233169,인증불가
0.005288281179766505,2.134646962233169,인증불가
0.013876017883922688,2.1348169232759737,인증불가
0.007419077028022925,2.1408128219805382,인증불가
0.0048960368762862765,2.1434898139946856,인증불가
0.005222810689698799,2.147039687703318,인증불가
0.0059379918529727325,2.1490626428898034,인증불가
0.01306734949006765,2.152641878669276,인증불가
0.013388769743032268,2.160039273441335,인증불가
0.010504933383140331,2.1639344262295084,인증불가
0.00904642991034268,2.1645021645021645,5
0.006434530752143675,2.1645021645021645,5
0.006449730263600924,2.1653543307086616,5
0.009730302354876923,2.171528844044747,인증불가
0.005269725839666955,2.1735826113391097,인증불가
0.011961885300360213,2.175346077785102,인증불가
0.010781202079417239,2.179450891593546,인증불가
0.010070826645652379,2.1802103979265133,인증불가
0.00983192995930258,2.1828728438406353,인증불가
0.008283637000771718,2.1834061135371177,5
0.006832056427371407,2.1895574950237333,인증불가
0.014024507335911339,2.189737647443325,인증불가
0.005019772627014941,2.190362405416169,5
0.012236832372304041,2.190899341198101,인증불가
0.011905400840947643,2.192242833052277,인증불가
0.01604259562691364,2.1947024423804606,인증불가
0.010096589400620208,2.198534310459693,인증불가
0.0052219272578612405,2.198534310459694,인증불가
0.009703516699195365,2.1999999999999997,인증불가
0.007151024304893996,2.2000897995836564,5
0.00501051407004405,2.2006287510717346,인증불가
0.013053447391527353,2.204889755512224,인증불가
0.00483678673537346,2.205671727298768,인증불가
0.005996662890790393,2.207130730050934,인증불가
0.009266836647394205,2.207271010387158,인증불가
0.006829605621775397,2.2177419354838706,인증불가
0.004951631413386742,2.2236044161094703,인증불가
0.01509883582933598,2.2249883304807843,인증불가
